movieid,title,country,year_released,runtime
5537,Lancelot and Guinevere,gb,1963,116
5538,Escape from East Berlin,us,1962,89
5539,Man Without a Star,us,1955,89
5540,As Good as It Gets,us,1997,139
5541,Alexander the Great,us,1956,141
5542,Solomon & Sheba,us,1995,101
5543,Saving Grace,us,1986,112
5544,For Love of Ivy,us,1968,101
5545,Happy Campers,us,2001,94
5546,Anonyma,de,2008,126
5547,Papa,ru,2004,94
5548,Djuba-djuba,ru,1992,140
5549,Rodnja,ru,1981,98
5550,Moonzund,ru,1987,142
5551,Mała Moskwa,pl,2008,114
5552,Mister Big,us,1943,80
5553,Captain Horatio Hornblower,gb,1951,117
5554,Hell Drivers,gb,1957,108
5555,Violent Playground,gb,1958,108
5556,Yesterday's Enemy,gb,1959,95
5557,The Challenge,gb,1960,101
5558,The Criminal,gb,1960,97
5559,Nueve reinas,ar,2000,114
5560,The Angry Hills,us,1959,105
5561,"Another Time, Another Place",gb,1958,98
5562,Ladies in Love,us,1936,97
5563,The Casino Murder Case,us,1935,82
5564,Madame Curie,us,1943,124
5565,"20,000 Leagues Under the Sea",us,1954,127
5566,We're No Angels,us,1955,106
5567,A Yank at Oxford,gb,1938,102
5568,Conspirator,gb,1949,87
5569,Knights of the Round Table,us,1954,115
5570,The Adventures of Quentin Durward,gb,1955,101
5571,Valley of the Kings,us,1954,86
5572,Many Rivers to Cross,us,1955,0
5573,Volkodav iz roda Seryh Psov,ru,2006,136
5574,Notre-Dame de Paris,it,1956,115
5575,Sluga gosudarev,se,2007,127
5576,Il divo,it,2008,110
5577,Decision Before Dawn,us,1951,119
5578,The Long Night,us,1947,101
5579,The Snake Pit,us,1948,108
5580,Come to the Stable,us,1949,94
5581,The Snowman,gb,2017,119
5582,Dung¹ Ging¹ Gung¹ Leok⁶,hk,2000,118
5583,Cháng Hèn Gē,hk,2005,115
5584,Aìqíng Málà Tāng,cn,1997,109
5585,Měilì Xīn Shìjiè,cn,1999,97
5586,Et Dieu… créa la femme,fr,1956,95
5587,Des Teufels General,de,1955,117
5588,The Enemy Below,us,1957,98
5589,The Affairs of Dobie Gillis,us,1953,72
5590,Susan Slept Here,us,1954,98
5591,Bundle of Joy,us,1956,98
5592,The Catered Affair,us,1956,92
5593,Tammy and The Bachelor,us,1957,89
5594,The Unsinkable Molly Brown,us,1964,128
5595,What's the Matter With Helen,us,1971,101
5596,Carousel,us,1956,128
5597,Cháng Chéng,us,2016,103
5598,The Adjustment Bureau,us,2011,106
5599,Sisters,us,1973,92
5600,I Walk the Line,us,1970,95
5601,Play It as It Lays,us,1972,99
5602,The Keys of the Kingdom,us,1944,136
5603,The Yearling,us,1946,128
5604,The Boys from Brazil,us,1978,125
5605,MacArthur,us,1977,130
5606,The Last Gangster,us,1937,81
5607,Nightmare,us,1956,89
5608,"All This, and Heaven Too",us,1940,141
5609,The Letter,us,1940,95
5610,G.I. Blues,us,1960,104
5611,Can-Can,us,1960,131
5612,Who Killed Teddy Bear,us,1965,94
5613,Bye Bye Birdie,us,1963,112
5614,Viva Las Vegas,us,1964,85
5615,Grumpy Old Men,us,1993,104
5616,Buddy Buddy,us,1981,96
5617,Blue Hawaii,us,1961,102
5618,Skippy,us,1931,85
5619,Boys Town,us,1938,96
5620,The Delicate Delinquent,us,1957,101
5621,Short Cut to Hell,us,1957,89
5622,Sailor Beware,us,1952,108
5623,Theatrical release poster,us,2008,0
5624,Infinitely Polar Bear,us,2014,90
5625,Nocturnal Animals,us,2016,116
5626,Cartouche,it,1962,114
5627,Le Crabe-tambour,fr,1977,120
5628,La 317e Section,fr,1965,100
5629,Diên Biên Phu,fr,1992,146
5630,Ramuntcho,fr,1959,90
5631,Thunder in the Sun,us,1959,81
5632,Broken Arrow,us,1950,93
5633,Midnight Express,us,1978,121
5634,Rising Sun,us,1993,125
5635,Xiǎo Chéng Zhī Chūn,cn,2002,116
5636,Michael,us,1996,105
5637,Shénnǚ,cn,1934,85
5638,Yú Guāng Qǔ,cn,1934,57
5639,Xīn Nǚxìng,cn,1935,106
5640,Your Cheatin' Heart,us,1964,99
5641,Light in the Piazza,us,1962,102
5642,A Time for Killing,us,1967,88
5643,Reds,us,1981,195
5644,Heaven Can Wait,us,1978,101
5645,Splendor in the Grass,us,1961,124
5646,The Duellists,gb,1977,100
5647,Three Amigos,us,1986,103
5648,Up Close & Personal,us,1996,124
5649,Anna and the King of Siam,us,1946,128
5650,Lord Camber's Ladies,gb,1932,80
5651,The Glass Menagerie,us,1950,107
5652,The Glass Menagerie,us,1987,134
5653,In Harm's Way,us,1965,165
5654,Les Mystères de Paris,it,1962,110
5655,Magnificent Obsession,us,1954,108
5656,711 Ocean Drive,us,1950,102
5657,The Clown,us,1953,91
5658,Ziegfeld Follies,us,1945,110
5659,Thousands Cheer,us,1943,125
5660,Show Boat,us,1951,107
5661,Show Boat,us,1929,146
5662,Casanova's Big Night,us,1954,0
5663,The Last Hurrah,us,1958,121
5664,The Devil's Disciple,us,1959,83
5665,Blood and Sand,us,1941,125
5666,The Bridge of San Luis Rey,us,1944,107
5667,Captain Eddie,us,1945,107
5668,Headhunters,no,2011,100
5669,A Somewhat Gentle Man,no,2010,0
5670,Nessuno mi può giudicare,it,2011,95
5671,"Piano, solo",it,2007,
5672,Un Français,fr,2015,98
5673,Maps to the Stars,us,2014,112
5674,Linha de Passe,br,2008,108
5675,Chì Bì,cn,2008,104
5676,紙no月,jp,2014,0
5677,Donatella,it,1956,103
5678,Woman in a Dressing Gown,gb,1957,93
5679,Wild Is the Wind,us,1957,114
5680,Desperate Characters,us,1971,97
5681,Brothers,in,2015,155
5682,45 Years,gb,2015,95
5683,Gloria,cl,2013,105
5684,The Message,ly,1976,0
5685,They Died with Their Boots On,us,1941,140
5686,The Pickwick Papers,gb,1952,115
5687,King Rat,us,1965,134
5688,Cast a Giant Shadow,us,1966,146
5689,Die weiße Rose,de,1982,123
5690,Der brave Soldat Schwejk,de,1960,96
5691,Operazione San Gennaro,it,1966,104
5692,Die Moral der Ruth Halbfass,de,1972,89
5693,Amore e ginnastica,it,1973,
5694,The Sins of Rachel Cade,us,1961,124
5695,Ridicule,fr,1996,102
5696,Les Palmes de monsieur Schutz,fr,1997,106
5697,Zazie dans le métro,it,1960,89
5698,Tout l'or du monde,fr,1961,90
5699,The Assassination Bureau Limited,gb,1969,110
5700,The Story of Robin Hood and His Merrie Men,gb,1952,84
5701,His Majesty O'Keefe,us,1954,91
5702,Birdman of Alcatraz,us,1962,143
5703,The Opposite Sex,us,1956,117
5704,A Dream of Kings,us,1969,70
5705,1941,us,1979,118
5706,Lincoln,us,2012,150
5707,Amistad,us,1997,154
5708,Black Rain,us,1989,125
5709,Hero,us,1992,117
5710,Hoodlum,us,1997,130
5711,"I, Robot",us,2004,115
5712,The Eagle Has Landed,gb,1976,135
5713,Joe Kidd,us,1972,88
5714,The Handmaid's Tale,us,1990,109
5715,Ghosts of Mississippi,us,1996,130
5716,Primary Colors,us,1998,143
5717,Nell,us,1994,113
5718,The Parent Trap,us,1998,128
5719,Wyatt Earp,us,1994,190
5720,Light Sleeper,us,1992,103
5721,Volcano,us,1997,104
5722,Jude,gb,1996,123
5723,Shallow Grave,gb,1994,92
5724,Wonderland,gb,1999,108
5725,Un amour de jeunesse,fr,2011,110
5726,The Way,sp,2010,115
5727,A Funny Thing Happened on the Way to the Forum,us,1966,99
5728,The Lobster,gr,2015,118
5729,Florence Foster Jenkins,gb,2016,110
5730,War Dogs,us,2016,114
5731,20th Century Women,us,2016,118
5732,The Edge of Seventeen,us,2016,104
5733,Edge of Seventeen,us,1998,103
5734,Silence,us,2016,161
5735,Fences,us,2016,139
5736,The BFG,us,2016,117
5737,Hidden Figures,us,2016,127
5738,Manchester by the Sea,us,2016,137
5739,Hacksaw Ridge,us,2016,139
5740,Mercenaire,fr,2016,112
5741,Neruda,cl,2016,107
5742,True Grit,us,2010,110
5743,The Curious Case of Benjamin Button,us,2008,166
5744,Marley & Me,us,2008,115
5745,Phoenix,de,2014,98
5746,Match Point,gb,2005,124
5747,Blue Jasmine,us,2013,98
5748,The Aviator,us,2004,170
5749,Elizabeth,gb,1998,123
5750,Sleuth,us,2007,88
5751,American Psycho,us,2000,101
5752,Lakshyam,in,2007,164
5753,Lakshyam,in,1972,
5754,Brahmasthram,in,2010,0
5755,Naran,in,2005,165
5756,The Postman Always Rings Twice,us,1981,122
5757,Jerichow,de,2008,90
5758,Quality Street,us,1937,83
5759,Suspicion,us,1941,99
5760,The Constant Nymph,us,1943,112
5761,Ivy,us,1947,99
5762,Juarez,us,1939,125
5763,Vigil in the Night,us,1940,96
5764,The Locket,us,1946,85
5765,Titanic,us,1953,98
5766,"Bell, Book and Candle",us,1958,106
5767,I'll Get By,us,1950,83
5768,Irish Eyes Are Smiling,us,1944,90
5769,Die Angst des Tormanns beim Elfmeter,at,1972,101
5770,"I Love You, I Love You Not",us,1996,88
5771,Wicked,us,1998,87
5772,The Business of Strangers,us,2001,84
5773,Mona Lisa Smile,us,2003,117
5774,Dangal,in,2016,161
5775,One 2 Ka 4,in,2001,173
5776,It's Complicated,us,2009,120
5777,Something's Gotta Give,us,2003,128
5778,What Women Want,us,2000,127
5779,Promised Land,us,2012,106
5780,The Rock,us,1996,136
5781,Father of the Bride,us,1991,105
5782,Adieu l'ami,fr,1968,95
5783,Le Samouraï,fr,1967,103
5784,Le Silence de la mer,fr,1949,86
5785,"Léon Morin, prêtre",fr,1961,117
5786,This Land Is Mine,us,1943,103
5787,The Suspect,us,1944,85
5788,The Canterville Ghost,us,1944,95
5789,Captain Kidd,us,1945,90
5790,The Paradine Case,us,1947,114
5791,Blackbeard's Ghost,us,1968,106
5792,The Love Bug,us,1968,108
5793,Submarine,gb,2010,97
5794,Jagten,dk,2012,115
5795,Far from the Madding Crowd,gb,2015,119
5796,Dead Man's Shoes,gb,2004,90
5797,Macbeth,gb,2015,113
5798,Macbeth,us,1948,107
5799,Macbeth,us,1971,140
5800,Macbeth,au,2006,109
5801,One Million B.C.,us,1940,80
5802,The Robe,us,1953,135
5803,Wandafururaifu,jp,1998,118
5804,Mermaid Legend,jp,1984,110
5805,The Secret of My Success,gb,1965,112
5806,Bedtime Story,us,1964,99
5807,Two Rode Together,us,1961,109
5808,Night and the City,us,1992,105
5809,Don't Bother to Knock,gb,1961,89
5810,Don't Bother to Knock,us,1952,76
5811,Secret of the Incas,us,1954,98
5812,The Constant Husband,gb,1955,88
5813,The Bold and the Brave,us,1956,87
5814,The Jayhawkers!,us,1959,100
5815,Garden of Evil,us,1954,100
5816,The Bedford Incident,us,1965,102
5817,On Moonlight Bay,us,1951,95
5818,By the Light of the Silvery Moon,us,1953,101
5819,Guys and Dolls,us,1955,150
5820,Anchors Aweigh,us,1945,143
5821,Annie Get Your Gun,us,1950,107
5822,Babes in Arms,us,1939,93
5823,Bathing Beauty,us,1944,101
5824,Babes on Broadway,us,1941,118
5825,Bells Are Ringing,us,1960,126
5826,Brigadoon,us,1954,108
5827,Dick Tracy,us,1990,105
5828,Evita,us,1996,134
5829,Du Barry Was a Lady,us,1943,96
5830,Fame,us,1980,133
5831,Girl Crazy,us,1943,99
5832,High Society,us,1956,111
5833,"New York, New York",us,1977,163
5834,On a Clear Day You Can See Forever,us,1970,129
5835,Pal Joey,us,1957,109
5836,Les héros sont fatigués,fr,1955,115
5837,Die Ehe des Dr. med. Danwitz,de,1956,96
5838,Der Stern von Afrika,de,1957,99
5839,The Bridge at Remagen,us,1969,115
5840,Babette s'en va-t-en guerre,fr,1959,100
5841,Carmen di Trastevere,it,1962,
5842,Cavalleria rusticana,it,1953,0
5843,Madame Butterfly,jp,1954,114
5844,Death Drums Along the River,za,1963,83
5845,Von Richthofen and Brown,us,1971,97
5846,Last of the Dogmen,us,1995,118
5847,Two Lovers,us,2008,100
5848,Le notti bianche,it,1957,97
5849,The Dogs of War,gb,1980,102
5850,Gettysburg,us,1993,254
5851,The Portrait of a Lady,us,1996,142
5852,Shy People,us,1987,118
5853,A World Apart,zw,1988,113
5854,The Last Hard Men,us,1976,98
5855,To Die For,us,1995,106
5856,La Conquête,fr,2011,105
5857,L'Exercice de l'État,be,2011,115
5858,Two Men in Town,it,1973,100
5859,Passione d'amore,it,1981,117
5860,Papy fait de la résistance,fr,1983,102
5861,Section spéciale,fr,1975,118
5862,Amen.,de,2002,132
5863,Betrayed,us,1988,127
5864,Marquise,fr,1997,122
5865,Le Roi danse,fr,2000,115
5866,La vie est un long fleuve tranquille,fr,1988,90
5867,Farinelli - Voce regina,it,1994,111
5868,Police Python 357,fr,1976,
5869,Fort Saganne,fr,1984,180
5870,Tanguy,fr,2001,108
5871,Le Maître de musique,be,1988,99
5872,Z,fr,1969,127
5873,Mùi đu đủ xanh,fr,1993,104
5874,Z,in,1999,133
5875,Marius,fr,1931,127
5876,Fanny,fr,1932,104
5877,César,fr,1936,168
5878,Koenigsmark,gb,1935,96
5879,Kœnigsmark,it,1953,90
5880,"Salonique, nid d'espions",fr,1937,116
5881,La Main du diable,fr,1943,78
5882,Le Dossier noir,fr,1955,115
5883,Les Fanatiques,fr,1957,90
5884,Mon oncle Benjamin,fr,1969,90
5885,Les Risques du métier,fr,1967,105
5886,Regain,fr,1937,150
5887,The Tailor of Panama,ie,2001,109
5888,Kingdom of Heaven,us,2005,144
5889,The Company You Keep,us,2012,125
5890,Suffragette,gb,2015,106
5891,Brick Lane,gb,2007,101
5892,Shadows of Time,de,2004,122
5893,Dekh Indian Circus,in,2011,101
5894,Monsoon Shootout,in,2013,92
5895,Huà Pí,cn,2008,115
5896,Taweo,kr,2012,121
5897,Live by Night,us,2016,129
5898,La Mécanique de l'ombre,fr,2016,98
5899,Frantz,de,2016,113
5900,Huit femmes,fr,2002,111
5901,The Battle at Apache Pass,us,1952,85
5902,The Raid,id,2011,101
5903,Merantau,id,2009,134
5904,Nán Jīng ! Nán Jīng !,cn,2009,133
5905,"Kwanghae, Wangi Toen Namja",kr,2012,131
5906,Carry On Sergeant,gb,1958,84
5907,Carry On Nurse,gb,1959,86
5908,Gusarskaja ballada,ru,1962,96
5909,Tiāndì Yīngxíong,cn,2003,114
5910,Roma ore 11,it,1952,105
5911,Crossing Delancey,us,1988,97
5912,That Darn Cat!,us,1965,116
5913,Tiger Bay,gb,1959,103
5914,Pollyanna,us,1960,134
5915,Good Neighbor Sam,us,1964,130
5916,The Howards of Virginia,us,1940,122
5917,Bride by Mistake,us,1944,81
5918,Conquest,us,1937,113
5919,The Glenn Miller Story,us,1954,115
5920,Isadora,gb,1968,0
5921,Cause for Alarm!,us,1951,74
5922,Blondie's Holiday,us,1947,67
5923,Song of Love,us,1947,119
5924,Two Smart People,us,1946,93
5925,Northwest Outpost,us,1947,91
5926,Naughty Marietta,us,1935,105
5927,Rose Marie,us,1936,102
5928,Sweethearts,us,1938,114
5929,The Chocolate Soldier,us,1941,102
5930,Phantom of the Opera,us,1943,92
5931,The French Lieutenant's Woman,gb,1981,127
5932,The Trials of Oscar Wilde,gb,1960,123
5933,Le Grand Chemin,fr,1987,104
5934,Subway,fr,1985,104
5935,Une époque formidable…,fr,1991,97
5936,L'Accompagnatrice,fr,1992,102
5937,¡Átame!,sp,1990,101
5938,Amantes,sp,1991,103
5939,Force 10 From Navarone,us,1978,118
5940,The Whole Nine Yards,us,2000,98
5941,The Sessions,us,2012,95
5942,Passengers,us,2016,116
5943,Fantastic Beasts and Where to Find Them,us,2016,133
5944,Jackie,us,2016,100
5945,Ballerina,ca,2016,89
5946,Min store tjocke far,se,1992,102
5947,Efter brylluppet,dk,2006,120
5948,Fools Rush In,us,1997,109
5949,The Green Mile,us,1999,189
5950,Daredevil,us,2003,103
5951,Dead Poets Society,us,1989,128
5952,Cold Comfort Farm,gb,1995,95
5953,Total Recall,us,2012,118
5954,Nothing but the Truth,us,2008,108
5955,Love & Friendship,nl,2016,93
5956,Much Ado About Nothing,us,2012,108
5957,Anbu Enge அன்பு எங்கே?,in,1958,142
5958,Uthami Petra Rathinam உத்தமி பெற்ற ரத்தினம்,in,1960,149
5959,Unnal Mudiyum Thambi,in,1988,0
5960,Glory,us,1989,122
5961,The Hurricane,us,1999,146
5962,White Noise,us,2005,101
5963,Frequency,us,2000,118
5964,Summer Stock,us,1950,109
5965,Good News,us,1947,93
5966,"Walk, Don't Run",us,1966,114
5967,En cas de malheur,fr,1958,105
5968,Crimson Peak,us,2015,119
5969,Lawless,us,2012,115
5970,The Double,gb,2013,93
5971,The Deep Blue Sea,gb,2011,98
5972,High-Rise,gb,2015,119
5973,Deadline – U.S.A.,us,1952,87
5974,The Desperate Hours,us,1955,112
5975,The Harder They Fall,us,1956,109
5976,Looking on The Bright Side,gb,1932,81
5977,Queen of Hearts,gb,1936,78
5978,Molly and Me,us,1945,76
5979,Sally in Our Alley,gb,1931,70
5980,Eve Dönüş: Sarıkamış 1915,tr,2013,115
5981,"The Way, Way Back",us,2013,103
5982,Muriel's Wedding,au,1994,101
5983,About a Boy,us,2002,101
5984,Newsfront,au,1978,110
5985,The Time Machine,us,1960,103
5986,Monkey on My Back,us,1957,93
5987,Rock Around the Clock,us,1956,77
5988,"Go, Johnny Go!",us,1959,75
5989,Come Blow Your Horn,us,1963,112
5990,Tony Rome,us,1967,110
5991,Lady in Cement,us,1968,93
5992,Harper,us,1966,121
5993,The Drowning Pool,us,1975,109
5994,Marlowe,us,1969,96
5995,Skin Game,us,1971,102
5996,Class of '44,us,1973,95
5997,"Oh, God!",us,1977,98
5998,The Jerk,us,1979,95
5999,Silent Movie,us,1976,87
6000,Pennies from Heaven,us,1981,108
6001,Polisse,fr,2011,127
6002,The Fighter,us,2010,116
6003,Good Will Hunting,us,1997,126
6004,Into the Wild,us,2007,148
6005,Dallas Buyers Club,us,2013,116
6006,Little Voice,gb,1998,96
6007,Marvin's Room,us,1996,98
6008,Nixon,us,1995,192
6009,The Station Agent,us,2003,90
6010,Albert Nobbs,ie,2011,113
6011,American Hustle,us,2013,138
6012,The Best Exotic Marigold Hotel,gb,2011,124
6013,Bullets over Broadway,us,1994,98
6014,Captain Fantastic,us,2016,118
6015,The Cooler,us,2003,101
6016,The Descendants,us,2011,115
6017,Foxcatcher,us,2014,134
6018,Frida,us,2002,123
6019,Gods and Monsters,us,1998,105
6020,I Am Sam,us,2001,134
6021,J. Edgar,us,2011,140
6022,The Last Station,ru,2009,112
6023,Life as a House,us,2001,124
6024,Little Children,us,2006,137
6025,Mrs Brown,gb,1997,103
6026,My Week with Marilyn,us,2011,99
6027,House of Wax,us,2005,113
6028,Quills,us,2000,124
6029,Sling Blade,us,1996,135
6030,Thirteen Women,us,1932,73
6031,Unhook the Stars,fr,1996,103
6032,Waking Ned,gb,1998,91
6033,The Contender,us,2000,126
6034,Trumbo,us,2015,124
6035,Beasts of No Nation,us,2015,137
6036,Zulu,fr,2013,110
6037,"Objective, Burma!",us,1945,142
6038,Farářův konec,cz,1969,98
6039,A Farewell to Arms,us,1957,152
6040,Merry-Go-Round,us,1923,110
6041,The Great Gabbo,us,1929,96
6042,Friendly Persuasion,us,1956,137
6043,The Life and Times of Judge Roy Bean,us,1972,120
6044,Tiān Yún Shān Chuán Qí,cn,1980,0
6045,Jiāo Yùlù,cn,1990,100
6046,Xiǎo Wǔ,cn,1998,111
6047,Shí Qī Suì De Dān Chē,cn,2001,113
6048,Sūzhōu hé,cn,2000,83
6049,Kě Kě Xī Lǐ,cn,2004,90
6050,Something Wild,us,1986,113
6051,Unlawful Entry,us,1992,112
6052,No Escape,us,1994,118
6053,Narc,us,2002,102
6054,Wild Hogs,us,2007,100
6055,Money Talks,us,1997,97
6056,Pane e cioccolata,it,1974,111
6057,Per grazia ricevuta,it,1972,122
6058,Nell'anno del Signore,it,1969,120
6059,Madamigella di Maupin,fr,1966,95
6060,Madame Sans-Gêne,fr,1961,98
6061,Le Repos du guerrier,fr,1962,0
6062,Stigmata,us,1999,103
6063,End of Days,us,1999,123
6064,The Big Easy,us,1987,108
6065,A Bronx Tale,us,1993,120
6066,Nadja,us,1994,93
6067,Tarzan of the Apes,us,1918,0
6068,Tarzan and the Golden Lion,us,1927,57
6069,Tarzan the Tiger,us,1929,15
6070,Tarzan the Mighty,us,1928,15
6071,Tarzan's Greatest Adventure,us,1959,88
6072,The King and Four Queens,us,1956,86
6073,Tarzan the Magnificent,gb,1960,82
6074,The Lost City of Z,us,2016,141
6075,The Ruling Class,gb,1972,154
6076,Mojave Phone Booth,us,2006,88
6077,L'Odyssée,be,2016,122
6078,National Treasure,us,2004,131
6079,Splash,us,1984,111
6080,The Great Outdoors,us,1988,90
6081,Only the Lonely,us,1991,104
6082,"Planes, Trains and Automobiles",us,1987,92
6083,Titāsa Êkaṭi Nadīra Nāma,bd,1973,159
6084,Sjećaš li se Doli Bel?,rs,1981,107
6085,O Bandido da Luz Vermelha,br,1968,92
6086,La estrategia del caracol,co,1993,107
6087,Tko pjeva zlo ne misli,hr,1970,1
6088,Marketa Lazarová,cz,1967,165
6089,Pelíšky,cz,1999,115
6090,Kevade,ru,1970,84
6091,Autumn Ball,ee,2007,127
6092,Tuntematon sotilas,fi,1955,169
6093,Komisario Palmun erehdys,fi,1960,103
6094,Eliso,ru,1928,90
6095,O Drakos,gr,1956,103
6096,Eudokia,gr,1971,92
6097,Szegénylegények,hu,1966,95
6098,"Bashu, the Little Stranger",ir,1989,120
6099,Avanti Popolo,il,1986,84
6100,Giv'at Halfon Eina Ona,il,1976,92
6101,Ni Liv,no,1957,96
6102,Reconstituirea,ro,1968,100
6103,Comrades,gb,1987,183
6104,Crocodile Dundee,us,1986,104
6105,Jack Ryan: Shadow Recruit,us,2014,105
6106,Hamlet,us,1996,242
6107,The Hard Way,us,1991,111
6108,Dead Again,us,1991,107
6109,Last Chance Harvey,us,2008,92
6110,The Tall Guy,gb,1989,92
6111,Deep Valley,us,1947,104
6112,El Paso,us,1949,103
6113,Thunder Over the Plains,us,1953,82
6114,The Proud Rebel,us,1958,103
6115,Rio Conchos,us,1964,107
6116,Our Man Flint,us,1966,108
6117,Our Man in Havana,gb,1959,111
6118,Wind Across the Everglades,us,1958,93
6119,"Just You and Me, Kid",us,1979,95
6120,The Hunt for Red October,us,1990,135
6121,Patriot Games,us,1992,117
6122,The Sum of All Fears,us,2002,124
6123,The Preacher's Wife,us,1996,124
6124,The Bishop's Wife (Cary and the Bishop's Wife),us,1947,109
6125,Exam,gb,2009,101
6126,Belles Familles,fr,2015,113
6127,Bon Voyage,fr,2003,114
6128,Les Ripoux,fr,1984,107
6129,Le Vieux Fusil,fr,1975,103
6130,Boulevard du rhum,fr,1971,135
6131,The Train,us,1964,140
6132,Von Ryan's Express,us,1965,117
6133,Grand Prix,us,1966,179
6134,Winning,us,1969,123
6135,French Connection II,us,1975,119
6136,Ronin,us,1998,121
6137,All Fall Down,us,1962,110
6138,La Prisonnière,fr,1968,106
6139,Max et les Ferrailleurs,it,1971,112
6140,Les Galettes de Pont-Aven,fr,1975,105
6141,La Cage aux rossignols,fr,1945,89
6142,Le Joueur d'échecs,fr,1938,70
6143,The Chess Player Le Joueur d'échecs,fr,1927,135
6144,Operation Swallow: The Battle for Heavy Water,no,1948,98
6145,Le Père tranquille,fr,1946,95
6146,Walking My Baby Back Home,us,1953,95
6147,Kind Lady,us,1951,78
6148,Kind Lady,us,1935,76
6149,The Story of Gilbert and Sullivan,gb,1953,0
6150,One of Our Spies Is Missing,us,1966,91
6151,Los traidores de San Ángel,mx,1967,75
6152,Beneath the Planet of the Apes,us,1970,95
6153,Chained,us,1934,74
6154,Stamboul Quest,us,1934,86
6155,The Barretts of Wimpole Street,us,1934,110
6156,Clive of India,us,1935,95
6157,The Right to Live,us,1935,69
6158,Murder on a Honeymoon,us,1935,74
6159,London by Night,us,1937,0
6160,A Christmas Carol,us,1938,69
6161,Bulldog Drummond's Secret Police,us,1939,56
6162,The Private Lives of Elizabeth and Essex,us,1939,106
6163,Tower of London,us,1939,92
6164,Charlie Chan in City in Darkness,us,1939,75
6165,Charlie Chan's Murder Cruise,us,1940,76
6166,This Woman is Mine,us,1941,92
6167,Bahama Passage,us,1941,82
6168,Time Out of Mind,us,1947,88
6169,Forever Amber,us,1947,138
6170,So Evil My Love,us,1948,112
6171,Enchantment,us,1948,100
6172,The Happy Family,gb,1952,86
6173,The First Legion,us,1951,90
6174,The Snows of Kilimanjaro,us,1952,117
6175,Treasure of the Golden Condor,us,1953,93
6176,Rogue's March,us,1953,0
6177,Angel Face,us,1953,91
6178,Tarantula,us,1955,80
6179,Bad Boys,jp,1961,89
